"","label","genes","vascular_subtype"
"593","testis_capillaryarterial","Smim8","Arteriole"
"594","testis_capillaryarterial","Chfr","Arteriole"
"595","testis_capillaryarterial","Eif2d","Arteriole"
"596","testis_capillaryarterial","Zfp213","Arteriole"
"597","testis_capillaryarterial","Atp13a2","Arteriole"
"598","testis_capillaryarterial","Ttf1","Arteriole"
"599","testis_capillaryarterial","Ccdc117","Arteriole"
"600","testis_capillary","Car4","Capillary"
"601","testis_capillary","Ptn","Capillary"
"602","testis_capillary","Slco1a4","Capillary"
"603","testis_capillary","Bsg","Capillary"
"604","testis_capillary","Gpcpd1","Capillary"
"605","testis_capillary","Slc3a2","Capillary"
"606","testis_capillary","Ier3","Capillary"
"607","testis_capillary","Ephb1","Capillary"
"608","testis_capillary","Caskin2","Capillary"
"609","testis_capillary","Tmem201","Capillary"
"610","testis_capillary","Kazn","Capillary"
"611","testis_capillary","Cspp1","Capillary"
"612","testis_capillary","Usp32","Capillary"
"613","testis_capillary","Setdb1","Capillary"
"614","testis_capillary","Zdhhc9","Capillary"
"615","testis_capillary","Mcf2","Capillary"
"616","testis_capillary","Tiam1","Capillary"
"617","testis_capillary","Aars2","Capillary"
"618","testis_capillary","Ndufaf1","Capillary"
"619","testis_capillary","Mamstr","Capillary"
"620","testis_capillary","Nol4l","Capillary"
"621","testis_capillary","Mfsd12","Capillary"
"622","testis_capillary","Alg6","Capillary"
"623","testis_capillary","Atg4a","Capillary"
"624","testis_capillary","Sdad1","Capillary"
"625","testis_capillary","Tyw5","Capillary"
"626","testis_capillary","Hspb6","Capillary"
"627","testis_capillary","0610010F05Rik","Capillary"
"628","testis_capillary","Galc","Capillary"
"629","testis_capillary","Pign","Capillary"
"630","testis_capillary","Gm17619","Capillary"
"631","testis_capillary","Zcchc10","Capillary"
"632","testis_capillary","Fbxw4","Capillary"
"633","testis_capillary","Gba2","Capillary"
"634","testis_capillary","Klhl17","Capillary"
"635","testis_capillary","Mms19","Capillary"
"636","testis_capillary","Marf1","Capillary"
"637","testis_capillary","Zfp335","Capillary"
"638","testis_capillary","Dgkq","Capillary"
"639","testis_capillary","Gxylt1","Capillary"
"640","testis_capillary","Cwc27","Capillary"
"641","testis_capillary","Fam212b","Capillary"
"642","testis_capillary","Traf3ip1","Capillary"
"643","testis_capillary","Fbxl18","Capillary"
"644","testis_capillary","Gm20045","Capillary"
"645","testis_vein","Apoe","Vein"
"646","testis_vein","Vwf","Vein"
"647","testis_vein","Slco2a1","Vein"
"648","testis_vein","Tgfbi","Vein"
"649","testis_vein","Ctla2a","Vein"
"650","testis_vein","Ptgis","Vein"
"651","testis_vein","Bgn","Vein"
"652","testis_vein","Tmsb10","Vein"
"653","testis_vein","Eng","Vein"
"654","testis_vein","Prss23","Vein"
"655","testis_vein","Pltp","Vein"
"656","testis_vein","Fcgr2b","Vein"
"657","testis_vein","Itm2a","Vein"
"658","testis_vein","Ackr3","Vein"
"659","testis_vein","AU021092","Vein"
"660","testis_vein","Glb1l3","Vein"
"661","testis_vein","Gstm2","Vein"
"662","testis_vein","Il6st","Vein"
"663","testis_vein","Slc39a8","Vein"
"664","testis_vein","Adam15","Vein"
"665","testis_vein","Igfbp4","Vein"
"666","testis_vein","Vwa1","Vein"
"667","testis_vein","Id1","Vein"
"668","testis_vein","Id3","Vein"
"669","testis_vein","Id2","Vein"
"670","testis_vein","Phlda1","Vein"
"671","testis_vein","Pam","Vein"
"672","testis_vein","Icam1","Vein"
"673","testis_vein","Procr","Vein"
"674","testis_vein","Gm14226","Vein"
"675","testis_vein","Vcam1","Vein"
"676","testis_vein","Selp","Vein"
"677","testis_vein","Ptprb","Vein"
"678","testis_vein","Calcrl","Vein"
"679","testis_vein","Gpr182","Vein"
"680","testis_vein","Cotl1","Vein"
"681","testis_vein","Penk","Vein"
"682","testis_vein","Mt3","Vein"
"683","testis_vein","Prm1","Vein"
"684","testis_vein","Mylk","Vein"
"685","testis_vein","Gypc","Vein"
"686","testis_vein","Bmp4","Vein"
"687","testis_vein","Fmo2","Vein"
"688","testis_vein","Lao1","Vein"
"689","testis_vein","Cd27","Vein"
"690","testis_vein","Abcc4","Vein"
"691","testis_vein","Cfb","Vein"
"692","testis_vein","Hmgb2","Vein"
"693","testis_vein","Etnk1","Vein"
"694","testis_vein","Ly6e","Vein"
"695","testis_angiogenic","Apln","Angiogenic"
"696","testis_angiogenic","Rbp1","Angiogenic"
"697","testis_angiogenic","Trp53i11","Angiogenic"
"698","testis_angiogenic","C1qtnf9","Angiogenic"
"699","testis_angiogenic","Cd34","Angiogenic"
"700","testis_angiogenic","Rgcc","Angiogenic"
"701","testis_angiogenic","Igfbp7","Angiogenic"
"702","testis_angiogenic","AW112010","Angiogenic"
"703","testis_angiogenic","Sparc","Angiogenic"
"704","testis_angiogenic","Col4a2","Angiogenic"
"705","testis_angiogenic","Fscn1","Angiogenic"
"706","testis_angiogenic","Col4a1","Angiogenic"
"707","testis_angiogenic","Ctgf","Angiogenic"
"708","testis_angiogenic","Ptp4a3","Angiogenic"
"709","testis_angiogenic","Meox1","Angiogenic"
"710","testis_angiogenic","Hspb1","Angiogenic"
"711","testis_angiogenic","Slc7a5","Angiogenic"
"712","testis_angiogenic","Col15a1","Angiogenic"
"713","testis_angiogenic","Aplnr","Angiogenic"
"714","testis_angiogenic","Thrsp","Angiogenic"
"715","testis_angiogenic","8430408G22Rik","Angiogenic"
"716","testis_angiogenic","Scarb1","Angiogenic"
"717","testis_angiogenic","Adm","Angiogenic"
"718","testis_angiogenic","Lpar6","Angiogenic"
"719","testis_angiogenic","Robo4","Angiogenic"
"720","testis_angiogenic","Cyr61","Angiogenic"
"721","testis_angiogenic","Cd300lg","Angiogenic"
"722","testis_angiogenic","Actg1","Angiogenic"
"723","testis_angiogenic","Pde2a","Angiogenic"
"724","testis_angiogenic","Rhob","Angiogenic"
"725","testis_angiogenic","Actb","Angiogenic"
"726","testis_angiogenic","Ivns1abp","Angiogenic"
"727","testis_angiogenic","Nrp1","Angiogenic"
"728","testis_angiogenic","Esm1","Angiogenic"
"729","testis_angiogenic","Kit","Angiogenic"
"730","testis_angiogenic","Sox4","Angiogenic"
"731","testis_angiogenic","Ifit3","Angiogenic"
"732","testis_angiogenic","Serpina1e","Angiogenic"
"733","testis_angiogenic","Plk2","Angiogenic"
"734","testis_angiogenic","Arhgap18","Angiogenic"
"735","testis_angiogenic","Nrarp","Angiogenic"
"736","testis_angiogenic","Dpp4","Angiogenic"
"737","testis_angiogenic","Iigp1","Angiogenic"
"738","testis_angiogenic","Hspg2","Angiogenic"
"739","testis_angiogenic","Angpt2","Angiogenic"
"740","testis_angiogenic","Rnd1","Angiogenic"
"741","testis_angiogenic","Pim3","Angiogenic"
"742","testis_angiogenic","Spry1","Angiogenic"
"743","testis_angiogenic","Odc1","Angiogenic"
"744","testis_angiogenic","F2r","Angiogenic"
"745","testis_lymphatic1","Ccl21a","Lymphatic"
"746","testis_lymphatic1","Aqp1","Lymphatic"
"747","testis_lymphatic1","Mmrn1","Lymphatic"
"748","testis_lymphatic1","Plvap","Lymphatic"
"749","testis_lymphatic1","Gng11","Lymphatic"
"750","testis_lymphatic1","Gm525","Lymphatic"
"751","testis_lymphatic1","Reln","Lymphatic"
"752","testis_lymphatic1","Maf","Lymphatic"
"753","testis_lymphatic1","Gmfg","Lymphatic"
"754","testis_lymphatic1","Ptx3","Lymphatic"
"755","testis_lymphatic1","Gm21541","Lymphatic"
"756","testis_lymphatic1","Marcks","Lymphatic"
"757","testis_lymphatic1","Rnase4","Lymphatic"
"758","testis_lymphatic1","Fam43a","Lymphatic"
"759","testis_lymphatic1","Stab2","Lymphatic"
"760","testis_lymphatic1","Trf","Lymphatic"
"761","testis_lymphatic1","Neat1","Lymphatic"
"762","testis_lymphatic1","Hjurp","Lymphatic"
"763","testis_lymphatic1","Gpx3","Lymphatic"
"764","testis_lymphatic1","Nrp2","Lymphatic"
"765","testis_lymphatic1","Fbln5","Lymphatic"
"766","testis_lymphatic1","Tgfbr2","Lymphatic"
"767","testis_lymphatic1","Cald1","Lymphatic"
"768","testis_lymphatic1","Slc38a2","Lymphatic"
"769","testis_lymphatic1","Fxyd1","Lymphatic"
"770","testis_lymphatic1","Meis2","Lymphatic"
"771","testis_lymphatic1","Sash1","Lymphatic"
"772","testis_lymphatic1","Thbs1","Lymphatic"
"773","testis_lymphatic1","Tns1","Lymphatic"
"774","testis_lymphatic1","Sept4","Lymphatic"
"775","testis_lymphatic1","Gramd1a","Lymphatic"
"776","testis_lymphatic1","Pear1","Lymphatic"
"777","testis_lymphatic1","Fam53b","Lymphatic"
"778","testis_lymphatic1","Mrc1","Lymphatic"
"779","testis_lymphatic1","Il11ra1","Lymphatic"
"780","testis_lymphatic1","Apba2","Lymphatic"
"781","testis_lymphatic1","Abca1","Lymphatic"
"782","testis_lymphatic1","Acsf2","Lymphatic"
"783","testis_lymphatic1","Ank","Lymphatic"
"784","testis_lymphatic1","Crim1","Lymphatic"
"785","testis_lymphatic1","Lhfp","Lymphatic"
"786","testis_lymphatic1","F8","Lymphatic"
"787","testis_lymphatic1","Gm13304","Lymphatic"
"788","testis_lymphatic1","Zfp521","Lymphatic"
"789","testis_lymphatic1","Osr1","Lymphatic"
"790","testis_lymphatic1","Map4k2","Lymphatic"
"791","testis_lymphatic1","Gjc2","Lymphatic"
"792","testis_lymphatic1","Scn3a","Lymphatic"
"793","testis_lymphatic1","Nrxn2","Lymphatic"
"794","testis_lymphatic1","Bin1","Lymphatic"
"795","testis_lymphatic2","Fgl2","Lymphatic"
"796","testis_lymphatic2","Pard6g","Lymphatic"
"797","testis_lymphatic2","Fxyd6","Lymphatic"
"798","testis_lymphatic2","Lyve1","Lymphatic"
"799","testis_lymphatic2","S100a6","Lymphatic"
"800","testis_lymphatic2","Lrg1","Lymphatic"
"801","testis_lymphatic2","Ppp1r2","Lymphatic"
"802","testis_lymphatic2","Igfbp5","Lymphatic"
"803","testis_lymphatic2","Cd63","Lymphatic"
"804","testis_lymphatic2","Lbp","Lymphatic"
"805","testis_lymphatic2","Prelp","Lymphatic"
"806","testis_lymphatic2","Gpihbp1","Lymphatic"
"807","testis_lymphatic2","Thy1","Lymphatic"
"808","testis_lymphatic2","Fth1","Lymphatic"
"809","testis_lymphatic2","S100a10","Lymphatic"
"810","testis_lymphatic2","Timp3","Lymphatic"
"811","testis_lymphatic2","S100a11","Lymphatic"
"812","testis_lymphatic2","Arl4a","Lymphatic"
"813","testis_lymphatic2","Serpine2","Lymphatic"
"814","testis_lymphatic2","Cp","Lymphatic"
"815","testis_lymphatic2","Flt4","Lymphatic"
"816","testis_lymphatic2","Cd47","Lymphatic"
"817","testis_lymphatic2","Gm14964","Lymphatic"
"818","testis_lymphatic2","Galnt18","Lymphatic"
"819","testis_lymphatic2","Gpm6a","Lymphatic"
"820","testis_lymphatic2","Pglyrp1","Lymphatic"
"821","testis_lymphatic2","Serping1","Lymphatic"
"822","testis_lymphatic2","Nr2f2","Lymphatic"
"823","testis_lymphatic2","Olfm1","Lymphatic"
"824","testis_lymphatic2","Degs1","Lymphatic"
"825","testis_lymphatic2","Nudt4","Lymphatic"
"826","testis_lymphatic2","Fcgrt","Lymphatic"
"827","testis_lymphatic2","Timp2","Lymphatic"
"828","testis_lymphatic2","Ntn1","Lymphatic"
"829","testis_lymphatic2","Sult1a1","Lymphatic"
"830","testis_lymphatic2","Clca3a1","Lymphatic"
"831","testis_lymphatic2","Lcn2","Lymphatic"
"832","testis_lymphatic2","Cyb5a","Lymphatic"
"833","testis_lymphatic2","Nsg1","Lymphatic"
"834","testis_lymphatic2","Gm1673","Lymphatic"
"835","testis_lymphatic2","Apold1","Lymphatic"
"836","testis_lymphatic2","Stab1","Lymphatic"
"837","testis_lymphatic2","Scn1b","Lymphatic"
"838","testis_lymphatic2","Pdpn","Lymphatic"
"839","testis_lymphatic2","Ptpn18","Lymphatic"
"840","testis_lymphatic2","Stmn2","Lymphatic"
"841","testis_lymphatic2","Cyb5r3","Lymphatic"
"842","testis_lymphatic2","Lgmn","Lymphatic"
"843","testis_lymphatic2","Txnip","Lymphatic"
"844","testis_lymphatic2","Nqo1","Lymphatic"
"845","liver_largeartery","Sdc1","Large Artery"
"846","liver_largeartery","Clu","Large Artery"
"847","liver_largeartery","Ehd4","Large Artery"
"848","liver_largeartery","Cyp1a1","Large Artery"
"849","liver_largeartery","Plac8","Large Artery"
"850","liver_largeartery","Col8a1","Large Artery"
"851","liver_largeartery","Lrg1","Large Artery"
"852","liver_largeartery","Mgp","Large Artery"
"853","liver_largeartery","Mecom","Large Artery"
"854","liver_largeartery","Cd200","Large Artery"
"855","liver_largeartery","Fbln2","Large Artery"
"856","liver_largeartery","Hspb1","Large Artery"
"857","liver_largeartery","AU021092","Large Artery"
"858","liver_largeartery","Ly6c1","Large Artery"
"859","liver_largeartery","Cyr61","Large Artery"
"860","liver_largeartery","Cd63","Large Artery"
"861","liver_largeartery","Adgrg6","Large Artery"
"862","liver_largeartery","Plvap","Large Artery"
"863","liver_largeartery","Gja5","Large Artery"
"864","liver_largeartery","Crip1","Large Artery"
"865","liver_largeartery","Cst3","Large Artery"
"866","liver_largeartery","Npr3","Large Artery"
"867","liver_largeartery","Sncg","Large Artery"
"868","liver_largeartery","Ednrb","Large Artery"
"869","liver_largeartery","Ly6e","Large Artery"
"870","liver_largeartery","Mgst1","Large Artery"
"871","liver_largeartery","Cd34","Large Artery"
"872","liver_largeartery","Nrg1","Large Artery"
"873","liver_largeartery","Vegfc","Large Artery"
"874","liver_largeartery","Tm4sf1","Large Artery"
"875","liver_largeartery","Ldb2","Large Artery"
"876","liver_largeartery","Ier2","Large Artery"
"877","liver_largeartery","Efna1","Large Artery"
"878","liver_largeartery","Ddit4","Large Artery"
"879","liver_largeartery","Dusp1","Large Artery"
"880","liver_largeartery","Syt15","Large Artery"
"881","liver_largeartery","Fbln5","Large Artery"
"882","liver_largeartery","Abcg2","Large Artery"
"883","liver_largeartery","Gm13889","Large Artery"
"884","liver_largeartery","Fxyd5","Large Artery"
"885","liver_largeartery","Utrn","Large Artery"
"886","liver_largeartery","Lmo7","Large Artery"
"887","liver_largeartery","Fos","Large Artery"
"888","liver_largeartery","8430408G22Rik","Large Artery"
"889","liver_largeartery","Ltbp4","Large Artery"
"890","liver_largeartery","Nrarp","Large Artery"
"891","liver_largeartery","Cmklr1","Large Artery"
"892","liver_largeartery","Cd9","Large Artery"
"893","liver_largeartery","Ehd2","Large Artery"
"894","liver_largeartery","Trim47","Large Artery"
"895","liver_capillaryarterial","Efnb1","Arteriole"
"896","liver_capillaryarterial","Ly6a","Arteriole"
"897","liver_capillaryarterial","Glul","Arteriole"
"898","liver_capillaryarterial","Cd36","Arteriole"
"899","liver_capillaryarterial","Fabp5","Arteriole"
"900","liver_capillaryarterial","Ntn4","Arteriole"
"901","liver_capillaryarterial","Msr1","Arteriole"
"902","liver_capillaryarterial","Tsc22d1","Arteriole"
"903","liver_capillaryarterial","Hes1","Arteriole"
"904","liver_capillaryarterial","Il1a","Arteriole"
"905","liver_capillaryarterial","Gja4","Arteriole"
"906","liver_capillaryarterial","Sox17","Arteriole"
"907","liver_capillaryarterial","Hmcn1","Arteriole"
"908","liver_capillaryarterial","Vsir","Arteriole"
"909","liver_capillaryarterial","Nt5c3","Arteriole"
"910","liver_capillaryarterial","Nr2f2","Arteriole"
"911","liver_capillaryarterial","Atp13a3","Arteriole"
"912","liver_capillaryarterial","Klf2","Arteriole"
"913","liver_capillaryarterial","Armcx1","Arteriole"
"914","liver_capillaryarterial","Sox4","Arteriole"
"915","liver_capillaryarterial","Ptp4a3","Arteriole"
"916","liver_capillaryarterial","Jund","Arteriole"
"917","liver_capillaryarterial","Jag1","Arteriole"
"918","liver_capillaryarterial","Armcx6","Arteriole"
"919","liver_capillaryarterial","Insr","Arteriole"
"920","liver_capillaryarterial","Efnb2","Arteriole"
"921","liver_capillaryarterial","Armcx2","Arteriole"
"922","liver_capillaryarterial","Isg15","Arteriole"
"923","liver_capillaryarterial","Cdkn1c","Arteriole"
"924","liver_capillaryarterial","Psen2","Arteriole"
"925","liver_capillaryarterial","Armcx3","Arteriole"
"926","liver_capillaryarterial","Dennd4c","Arteriole"
"927","liver_capillaryarterial","Flrt2","Arteriole"
"928","liver_capillaryarterial","Ackr1","Arteriole"
"929","liver_capillaryarterial","Slc43a2","Arteriole"
"930","liver_capillaryarterial","Id1","Arteriole"
"931","liver_capillaryarterial","Clec1a","Arteriole"
"932","liver_capillaryarterial","Mcam","Arteriole"
"933","liver_capillaryarterial","Plk2","Arteriole"
"934","liver_capillaryarterial","Btnl9","Arteriole"
"935","liver_capillaryarterial","Hist1h2bc","Arteriole"
"936","liver_capillaryarterial","Clca3a1","Arteriole"
"937","liver_capillaryarterial","Slc45a4","Arteriole"
"938","liver_capillaryarterial","Myadm","Arteriole"
"939","liver_capillaryarterial","Cadm3","Arteriole"
"940","liver_capillaryarterial","Rasgef1b","Arteriole"
"941","liver_capillaryarterial","Myzap","Arteriole"
"942","liver_capillaryarterial","Adgre5","Arteriole"
"943","liver_capillaryarterial","Hspa1b","Arteriole"
"944","liver_capillaryarterial","Ppp1r15a","Arteriole"
"945","liver_capillary","Dnase1l3","Capillary"
"946","liver_capillary","Clec4g","Capillary"
"947","liver_capillary","Stab2","Capillary"
"948","liver_capillary","Ctsl","Capillary"
"949","liver_capillary","Bmp2","Capillary"
"950","liver_capillary","Maf","Capillary"
"951","liver_capillary","Gatm","Capillary"
"952","liver_capillary","Kdr","Capillary"
"953","liver_capillary","Mt1","Capillary"
"954","liver_capillary","Plpp3","Capillary"
"955","liver_capillary","Cyp4b1","Capillary"
"956","liver_capillary","Gpr182","Capillary"
"957","liver_capillary","Mrc1","Capillary"
"958","liver_capillary","Fam167b","Capillary"
"959","liver_capillary","Fcgr2b","Capillary"
"960","liver_capillary","Adam23","Capillary"
"961","liver_capillary","Oit3","Capillary"
"962","liver_capillary","Cldn5","Capillary"
"963","liver_capillary","Apoe","Capillary"
"964","liver_capillary","Lgmn","Capillary"
"965","liver_capillary","Stab1","Capillary"
"966","liver_capillary","Clec1b","Capillary"
"967","liver_capillary","Hpgd","Capillary"
"968","liver_capillary","Cd300lg","Capillary"
"969","liver_capillary","Aass","Capillary"
"970","liver_capillary","Akr1b8","Capillary"
"971","liver_capillary","Tfpi","Capillary"
"972","liver_capillary","Col13a1","Capillary"
"973","liver_capillary","Mt2","Capillary"
"974","liver_capillary","Dab2","Capillary"
